epoch,learning_rate_gen,learning_rate_disc,generator_loss,discriminator_loss,validation_psnr,validation_ssim,discriminator_eo_real_score,discriminator_eo_fake_score
1,0.0002,0.0001,4.721490141323635,0.3075444596367223,18.60454750061035,0.5921245813369751,0.6270692661830357,0.3721931621006557
2,0.00019876883405951377,9.938441702975689e-05,3.67723101241248,0.21154630318284035,21.767044067382812,0.629626989364624,0.6475537109375,0.33914802278791156
3,0.00019510565162951537,9.755282581475769e-05,3.505510677950723,0.18116893570337977,21.432355880737305,0.6420556306838989,0.6611070033482143,0.33822276387895855
4,0.0001891006524188368,9.45503262094184e-05,3.2826714164870126,0.16387326543884617,21.86626434326172,0.6408594250679016,0.6622286551339286,0.3337413133893694
5,0.00018090169943749476,9.045084971874738e-05,3.2558935655866352,0.15058167697595698,21.376190185546875,0.6352819800376892,0.6643795340401786,0.33114195142473496
6,0.00017071067811865476,8.535533905932738e-05,3.210797982556479,0.14094080200152737,20.45322608947754,0.63472980260849,0.6596878487723215,0.3368684441702706
7,0.00015877852522924732,7.938926261462366e-05,2.9382998708316257,0.13853861628366368,19.643207550048828,0.6339045763015747,0.6525753348214286,0.34888741629464287
8,0.00014539904997395468,7.269952498697734e-05,3.028053678444454,0.12417657645153148,20.476192474365234,0.6470105051994324,0.6514027622767857,0.34080723353794645
9,0.00013090169943749476,6.545084971874738e-05,2.824902274608612,0.11854182973504067,19.89365577697754,0.6479884386062622,0.6552553013392857,0.34463370186941966
10,0.0001156434465040231,5.782172325201155e-05,2.682597165107727,0.11410080849592175,20.94300079345703,0.6424835324287415,0.6539791434151786,0.34798304966517857
11,0.0001,5e-05,2.6247122301374164,0.10351864730140993,20.485862731933594,0.6530368328094482,0.6595989118303571,0.33919625418526783
12,8.435655349597695e-05,4.217827674798847e-05,2.5325641734259468,0.09993770756359611,20.455989837646484,0.6656477451324463,0.6623615373883929,0.33596575055803574
13,6.909830056250527e-05,3.4549150281252636e-05,2.4478588257517133,0.09769464716049177,19.782913208007812,0.6492343544960022,0.66373291015625,0.33554792131696426
14,5.4600950026045326e-05,2.7300475013022663e-05,2.3794328699793135,0.09592537760734558,20.185482025146484,0.6597859859466553,0.6639543805803572,0.333095703125
15,4.12214747707527e-05,2.061073738537635e-05,2.3369897191865103,0.09450698845620666,19.988447189331055,0.6543588042259216,0.6664808872767857,0.3316165597098214
16,2.9289321881345254e-05,1.4644660940672627e-05,2.2788588895116533,0.09211227733109678,20.166902542114258,0.659530758857727,0.667236328125,0.3304994419642857
17,1.9098300562505266e-05,9.549150281252633e-06,2.2332164563451493,0.09285670436918736,19.977436065673828,0.6588193774223328,0.6684797014508929,0.3281853376116071
18,1.0899347581163221e-05,5.449673790581611e-06,2.1975020594256263,0.09393394560153995,20.211692810058594,0.6619204878807068,0.6706466238839286,0.3244913155691964
19,4.8943483704846475e-06,2.4471741852423237e-06,2.1681451531818934,0.09630800123725619,20.162342071533203,0.6612577438354492,0.6712123325892857,0.32426932198660713
20,1.231165940486234e-06,6.15582970243117e-07,2.148855744600296,0.0983970814624003,20.233488082885742,0.6609070301055908,0.6733778599330357,0.3232296316964286
