epoch,learning_rate_gen,learning_rate_disc,generator_loss,discriminator_loss,validation_psnr,validation_ssim,discriminator_eo_real_score,discriminator_eo_fake_score
1,0.0002,0.0001,5.97328613150833,0.31571668501083666,25.4722957611084,0.7341432571411133,0.7108117780114851,0.2914140163323818
2,0.0001998629534754574,9.99314767377287e-05,4.702217727644831,0.2112748126188914,24.742746353149414,0.7368345260620117,0.7418312007545406,0.2525840009379591
3,0.00019945218953682734,9.972609476841367e-05,4.527036615925977,0.2021576164242549,24.704641342163086,0.732206404209137,0.7310822315705128,0.28036197434123766
4,0.00019876883405951377,9.938441702975689e-05,4.095254135946942,0.21951953926657,20.877382278442383,0.6879259943962097,0.6639873798076923,0.33530386900290465
5,0.00019781476007338058,9.890738003669029e-05,3.5620082219441733,0.22654296250806916,21.699499130249023,0.6837576031684875,0.6216420230702457,0.3641078329493857
6,0.00019659258262890683,9.829629131445342e-05,3.3123120130636754,0.21581602051981494,21.49827003479004,0.689033031463623,0.6242112379807693,0.36159913152711004
7,0.00019510565162951537,9.755282581475769e-05,3.18469047648275,0.20384257197634786,21.649892807006836,0.7123342156410217,0.6272953392094017,0.3515393835866553
8,0.00019335804264972018,9.667902132486009e-05,3.141276840470795,0.20137278184804142,22.718381881713867,0.7064967155456543,0.6249347914997329,0.36542452298677885
9,0.0001913545457642601,9.567727288213005e-05,3.0660517134218135,0.1907490888912963,20.99402618408203,0.6850005388259888,0.6319486177884616,0.3646934052817842
10,0.0001891006524188368,9.45503262094184e-05,3.034321321381463,0.19208812242389744,23.776140213012695,0.7053696513175964,0.6205929487179487,0.37158995408278245
11,0.00018660254037844388,9.330127018922194e-05,3.0512094844100823,0.175443437969328,23.189525604248047,0.7254334092140198,0.6255467080662394,0.36799034705528844
12,0.00018386705679454242,9.193352839727121e-05,3.032518270688179,0.1724562966543385,23.443023681640625,0.7130600214004517,0.6219691089075855,0.3668607402051616
13,0.00018090169943749476,9.045084971874738e-05,2.7769419077115183,0.17364456549159482,22.715845108032227,0.7200280427932739,0.6157143095619658,0.3857333191439637
14,0.0001777145961456971,8.885729807284856e-05,2.8177225426730947,0.1706325536291314,24.8297061920166,0.7414007186889648,0.6154033954326923,0.38123562804654115
15,0.00017431448254773944,8.715724127386972e-05,2.753945087775206,0.16353132992855504,23.461557388305664,0.7330998182296753,0.6242634047809829,0.37338439419738245
16,0.00017071067811865476,8.535533905932738e-05,2.838576349437746,0.16515479599818206,22.010160446166992,0.7093899846076965,0.6205261752136753,0.37003476395566237
